Period_Index,Price_EUR_MWh,Optimized_Grid_Load_kW,Market_Price_EUR_MWh,Baseline_Load_kW,Net_Grid_Import_kW,PV_Generation_kW,BESS_SoC_kWh,Ambient_Temp_C,BESS_Cell_Temp_C
33225,118.01,276.9,118.01,900,276.8516,0,90,12.9,27.947
33226,118.01,27.3,118.01,900,27.2664,0,90,12.7,32.366
33227,118.01,774,118.01,900,774.0356,0,90,12.5,31.911
33228,118.01,573,118.01,844.9,572.95,0,90,12.3,37.721
33229,115.39,900,115.39,900,900,0,90,12.1,43.382
33230,115.39,900,115.39,900,900,0,90,11.95,48.898
33231,115.39,900,115.39,900,900,0,90,11.8,54.273
33232,115.39,900,115.39,900,900,0,90,11.65,53.258
33233,118.29,0,118.29,900,0,0,90,11.5,52.269
33234,118.29,0,118.29,900,0,0,90,11.45,51.303
33235,118.29,0,118.29,900,0,0,90,11.4,50.36
33236,118.29,0,118.29,900,0,0,90,11.350000000000001,49.44
33237,131.32,0,131.32,900,0,0,90,11.3,48.541
33238,131.32,1.5,131.32,900,0,1.4897,90,11.325000000000001,47.663
33239,131.32,3,131.32,900,0,2.9794,90,11.350000000000001,46.804
33240,131.32,4.5,131.32,900,0,4.4691,90,11.375,45.964
33241,145.44,6,145.44,750,0,5.9588,90,11.4,45.146
33242,145.44,17.9,145.44,500.9,0,17.8765,90,11.675,44.348
33243,145.44,29.8,145.44,0,0,29.7941,90,11.95,43.571
33244,145.44,41.7,145.44,0,0,41.7118,90,12.225,42.814
33245,144.99,0,144.99,0,0,53.6295,90,12.5,42.074
33246,144.99,0,144.99,0,0,72.454,102.737,12.975,41.351
33247,144.99,0,144.99,0,0,91.2784,119.9448,13.45,40.645
33248,144.99,0,144.99,0,0,110.1029,141.6234,13.925,42.784
33249,106.06,424.5,106.06,900,0,128.9274,167.7729,14.4,42.037
33250,106.06,152,106.06,893,0,151.9502,90,14.75,46.151
33251,106.06,175,106.06,900,0,174.9729,90,15.100000000000001,49.92
33252,106.06,198,106.06,900,0,197.9957,90,15.450000000000001,55.236
33253,96.07,221,96.07,776.8,0,221.0184,90,15.8,59.257
33254,96.07,241.3,96.07,487.2,0,241.3326,90,16.175,60.66
33255,96.07,261.6,96.07,600,0,261.6468,90,16.55,60.377
33256,96.07,282,96.07,600,0,281.961,90,16.925,59.386
33257,23.93,611.1,23.93,600,308.8555,302.2752,90,17.3,58.206
33258,23.93,321.6,23.93,391,6.0597,315.5471,90,17.475,58.53
33259,23.93,328.8,23.93,452.8,0,328.8191,90,17.65,59.006
33260,23.93,342.1,23.93,328.6,0,342.091,90,17.825,59.631
33261,56.91,355.4,56.91,450,0,355.3629,90,18,58.44
33262,56.91,368.4,56.91,323,0,368.364,90,18.2,57.384
33263,56.91,381.4,56.91,300,0,381.3651,90,18.4,58.105
33264,56.91,394.4,56.91,178.6,0,394.3662,90,18.6,56.952
33265,13.19,407.4,13.19,69,0,407.3673,90,18.8,55.824
33266,13.19,408,13.19,0,0,408.0444,90,18.95,54.72
33267,13.19,408.7,13.19,0,0,408.7216,90,19.1,53.639
33268,13.19,409.4,13.19,0,0,409.3987,90,19.25,52.581
33269,8.09,750,8.09,0,839.9242,410.0758,90,19.4,51.55
33270,8.09,686.9,8.09,0,772.7147,414.1387,208.75,19.375,50.544
33271,8.09,845.1,8.09,450,900,418.2015,327.5,19.35,49.562
33272,8.09,844.1,8.09,236.4,900,422.2644,439.8594,19.325,14.7
33273,9.71,711.9,9.71,300,785.5509,426.3272,553.4307,19.3,14.7
33274,9.71,600,9.71,300,196.1539,403.8462,672.1807,19.35,14.698
33275,9.71,900,9.71,750,900,381.3651,672.1807,19.4,14.694
33276,9.71,900,9.71,612.8,740.0426,358.8841,762.7549,19.45,14.689
33277,38.03,336.4,38.03,355.5,0,336.403,810,19.5,14.682
33278,38.03,339.1,38.03,265.2,0,339.1116,810,19.575,14.674
33279,38.03,341.8,38.03,300,0,341.8202,810,19.65,14.666
33280,38.03,344.5,38.03,296.9,0,344.5287,810,19.725,14.658
33281,77.05,347.2,77.05,150,0,347.2373,810,19.8,14.649
33282,77.05,334.9,77.05,150,0,334.9133,810,19.775,14.639
33283,77.05,322.6,77.05,450,0,322.5894,810,19.75,14.627
33284,77.05,310.3,77.05,450,0,310.2654,810,19.725,14.613
33285,106.05,297.9,106.05,268.5,0,297.9415,810,19.7,14.598
33286,106.05,266.8,106.05,0,0,266.7931,810,19.675,14.583
33287,106.05,300,106.05,300,64.3554,235.6446,810,19.65,14.569
33288,106.05,300,106.05,300,95.5038,204.4962,810,19.625,14.555
33289,141.09,450,141.09,750,276.6522,173.3478,810,19.6,14.541
33290,141.09,268.5,141.09,625.1,0,158.4507,810,19.475,14.528
33291,141.09,575.1,141.09,900,88.5588,143.5536,781.0346,19.35,14.515
33292,141.09,624.3,141.09,900,0,128.6566,690.7718,19.225,14.502
33293,167.92,421,167.92,900,0,113.7595,560.3313,19.1,14.489
33294,167.92,506.7,167.92,900,0,99.1333,479.475,18.775000000000002,14.477
33295,167.92,450,167.92,900,0,84.507,372.2135,18.450000000000003,14.466
33296,167.92,150,167.92,900,0,69.8808,276.0311,18.125,14.454
33297,211.02,55.3,211.02,900,0,55.2546,254.9471,17.8,14.443
33298,211.02,43.5,211.02,900,0,43.4724,254.9471,17.2,14.433
33299,211.02,150,211.02,900,0,31.6901,254.9471,16.6,14.423
33300,211.02,150,211.02,900,0,19.9079,223.8129,16,14.415
33301,192.29,150,192.29,900,0,8.1257,189.5782,15.4,15.185
33302,192.29,96.7,192.29,900,0,6.0943,152.2428,15.075,16.212
33303,192.29,150,192.29,900,0,4.0628,128.4045,14.75,17.487
33304,192.29,2,192.29,900,0,2.0314,90,14.425,19.004
33305,168.71,0,168.71,684.2,0,0,90,14.1,18.883
33306,168.71,0,168.71,301.6,0,0,90,13.85,18.766
33307,168.71,0,168.71,150,0,0,90,13.6,18.652
33308,168.71,0,168.71,21.7,0,0,90,13.35,18.541
33309,150.03,0,150.03,300,0,0,90,13.1,18.434
33310,150.03,0,150.03,300,0,0,90,12.9,18.332
33311,150.03,0,150.03,300,0,0,90,12.7,18.233
33312,150.03,0,150.03,153.9,0,0,90,12.5,18.139
33313,149.77,0,149.77,900,0,0,90,12.3,18.049
33314,149.77,0,149.77,900,0,0,90,12.175,17.957
33315,149.77,0,149.77,900,0,0,90,12.05,17.863
33316,149.77,0,149.77,900,0,0,90,11.925,17.767
33317,140.67,0,140.67,900,0,0,90,11.8,17.669
33318,140.67,0,140.67,900,0,0,90,11.850000000000001,17.571
33319,140.67,0,140.67,900,0,0,90,11.9,17.473
33320,140.67,0,140.67,900,0,0,90,11.95,17.375
33321,136.21,150,136.21,900,150,0,90,12,23.527
33322,136.21,312.4,136.21,900,312.3582,0,90,11.675,29.531
33323,136.21,468,136.21,900,468.0337,0,90,11.35,35.392
33324,136.21,699.6,136.21,844.9,699.5849,0,90,11.024999999999999,41.112
33325,133.44,900,133.44,900,900,0,90,10.7,41.404
33326,133.44,900,133.44,900,900,0,90,10.549999999999999,46.88
33327,133.44,900,133.44,900,900,0,90,10.399999999999999,46.576
33328,133.44,900,133.44,900,900,0,90,10.25,46.261
33329,137.46,0,137.46,900,0,0,90,10.1,45.444
33330,137.46,0,137.46,900,0,0,90,9.975,44.648
33331,137.46,0,137.46,900,0,0,90,9.85,43.87
33332,137.46,0,137.46,900,0,0,90,9.725,43.111
33333,139.98,0,139.98,900,0,0,90,9.6,42.37
33334,139.98,1.9,139.98,900,0,1.896,90,9.6,41.645
33335,139.98,3.8,139.98,900,0,3.792,90,9.6,40.937
33336,139.98,5.7,139.98,900,0,5.688,90,9.6,40.244
33337,148.11,7.6,148.11,750,0,7.584,90,9.6,39.566
33338,148.11,21.5,148.11,534.6,0,21.533,90,9.95,38.906
33339,148.11,35.5,148.11,0,0,35.4821,90,10.3,38.263
33340,148.11,49.4,148.11,0,0,49.4312,90,10.65,37.636
33341,140.99,0,140.99,0,0,63.3803,90,11,37.025
33342,140.99,0,140.99,0,0,84.7779,105.0528,11.35,36.428
33343,140.99,0,140.99,0,0,106.1755,125.1876,11.7,35.845
33344,140.99,0,140.99,0,0,127.5731,150.4042,12.05,35.275
33345,125.81,493.6,125.81,900,0,148.9707,180.7029,12.4,37.478
33346,125.81,172,125.81,893,0,171.9935,90,13.1,37.904
33347,125.81,195,125.81,900,0,195.0163,90,13.8,43.07
33348,125.81,218,125.81,900,0,218.039,90,14.5,45.501
33349,94.01,241.1,94.01,776.8,0,241.0618,90,15.2,48.836
33350,94.01,262.9,94.01,487.2,0,262.8657,90,15.85,51.955
33351,94.01,284.7,94.01,600,0,284.6696,90,16.5,53.037
33352,94.01,306.5,94.01,600,0,306.4735,90,17.15,56.606
33353,46.11,328.3,46.11,600,0,328.2774,90,17.8,55.497
33354,46.11,345.1,46.11,391,0,345.0704,90,18.275,54.563
33355,46.11,361.9,46.11,452.8,0,361.8635,90,18.75,54.956
33356,46.11,378.7,46.11,328.6,0,378.6566,90,19.225,55.507
33357,4.32,395.4,4.32,450,0,395.4496,90,19.7,56.212
33358,4.32,402.8,4.32,323,0,402.7627,90,19.975,56.647
33359,4.32,410.1,4.32,300,0,410.0758,90,20.25,55.53
33360,4.32,417.4,4.32,178.6,0,417.3889,90,20.525,54.44
33361,0.01,424.7,0.01,69,0,424.7021,90,20.8,53.378
33362,0.01,493.2,0.01,0,570.2173,422.9415,90,20.975,52.338
33363,0.01,421.2,0.01,0,500,421.1809,208.75,21.15,51.319
33364,0.01,419.4,0.01,0,31.5789,419.4204,327.5,21.325,50.323
33365,0,750,0,0,832.3402,417.6598,335,21.5,49.347
33366,0,750,0,0,843.3099,406.6901,453.75,21.75,48.395
33367,0,795.7,0,450,900,395.7205,572.5,22,47.467
33368,0,784.8,0,236.4,900,384.7508,691.25,22.25,46.562
33369,1.11,600,1.11,300,226.2189,373.7811,810,22.5,14.7
33370,1.11,540.7,1.11,300,168.2423,372.4269,810,22.6,14.7
33371,1.11,900,1.11,750,528.9274,371.0726,810,22.7,14.698
33372,1.11,840.7,1.11,612.8,470.9569,369.7183,810,22.799999999999997,14.694
33373,22.53,368.4,22.53,355.5,0,368.364,810,22.9,14.689
33374,22.53,360.4,22.53,265.2,0,360.3738,810,22.924999999999997,14.682
33375,22.53,352.4,22.53,300,0,352.3835,810,22.95,14.674
33376,22.53,344.4,22.53,296.9,0,344.3933,810,22.975,14.666
33377,78.24,336.4,78.24,150,0,336.403,810,23,14.658
33378,78.24,327.7,78.24,150,0,327.7356,810,23.025,14.649
33379,78.24,319.1,78.24,450,0,319.0683,810,23.05,14.639
33380,78.24,310.4,78.24,450,0,310.4009,810,23.075000000000003,14.627
33381,115.44,301.7,115.44,268.5,0,301.7335,810,23.1,14.613
33382,115.44,280.2,115.44,0,0,280.2004,810,23.025000000000002,14.598
33383,115.44,300,115.44,300,41.3326,258.6674,810,22.950000000000003,14.583
33384,115.44,300,115.44,300,62.8657,237.1343,810,22.875,14.569
33385,143.2,450,143.2,750,66.9883,215.6013,810,22.8,14.555
33386,143.2,292.7,143.2,625.1,97.2477,195.4225,765.9446,22.725,14.541
33387,143.2,653.3,143.2,900,0,175.2438,765.9446,22.65,14.528
33388,143.2,571,143.2,900,0,155.065,640.14,22.575,14.515
33389,164.96,632.6,164.96,900,0,134.8862,530.6757,22.5,14.502
33390,164.96,486.9,164.96,900,0,115.7909,399.7047,22.225,14.489
33391,164.96,225.2,164.96,900,0,96.6956,302.0375,21.95,14.477
33392,164.96,150,164.96,900,0,77.6002,268.2104,21.674999999999997,14.466
33393,196.61,119.8,196.61,900,0,58.5049,249.1578,21.4,14.454
33394,196.61,45.8,196.61,900,0,45.7746,233.0404,20.9,14.443
33395,196.61,150,196.61,900,0,33.0444,233.0404,20.4,14.433
33396,196.61,150,196.61,900,0,20.3142,202.2626,19.9,14.423
33397,179.92,150,179.92,900,0,7.584,168.1348,19.4,14.415
33398,179.92,150,179.92,900,0,5.688,130.6569,19,15.097
33399,179.92,14,179.92,900,0,3.792,92.68,18.6,15.987
33400,179.92,1.9,179.92,900,0,1.896,90,18.2,17.078
33401,158.26,0,158.26,684.2,0,0,90,17.8,18.365
33402,158.26,0,158.26,301.6,0,0,90,17.525,19.954
33403,158.26,0,158.26,150,0,0,90,17.25,21.82
33404,158.26,0,158.26,21.7,0,0,90,16.975,21.63
33405,145.74,0,145.74,300,0,0,90,16.7,21.446
33406,145.74,0,145.74,300,0,0,90,16.425,21.267
33407,145.74,0,145.74,300,0,0,90,16.15,21.095
33408,145.74,0,145.74,153.9,0,0,90,15.875,20.928
33409,140.41,0,140.41,900,0,0,90,15.6,20.768
33410,140.41,0,140.41,900,0,0,90,15.375,20.613
33411,140.41,0,140.41,900,0,0,90,15.149999999999999,20.458
33412,140.41,0,140.41,900,0,0,90,14.924999999999999,20.302
33413,134.88,0,134.88,900,0,0,90,14.7,20.146
33414,134.88,0,134.88,900,0,0,90,14.299999999999999,19.989
33415,134.88,0,134.88,900,0,0,90,13.899999999999999,19.834
33416,134.88,0,134.88,900,0,0,90,13.5,19.68
33417,131.93,0,131.93,900,0,0,90,13.1,19.527
33418,131.93,0,131.93,900,0,0,90,12.975,25.428
33419,131.93,0,131.93,900,0,0,90,12.85,31.386
33420,131.93,0,131.93,844.9,0,0,90,12.725,36.435
33421,132.81,0,132.81,900,0,0,90,12.6,42.129
33422,132.81,0,132.81,900,0,0,90,12.475,47.234
33423,132.81,0,132.81,900,0,0,90,12.35,48.221
33424,132.81,0,132.81,900,0,0,90,12.225,53.618
33425,128.51,450,128.51,900,450,0,90,12.1,52.625
33426,128.51,300.9,128.51,900,300.8871,0,90,11.95,51.652
33427,128.51,333.7,128.51,900,333.712,0,90,11.8,50.702
33428,128.51,450,128.51,900,450,0,90,11.65,49.775
33429,126.3,900,126.3,900,900,0,90,11.5,48.87
33430,126.3,384,126.3,900,381.9419,2.0314,90,11.6,47.987
33431,126.3,750,126.3,900,745.9372,4.0628,90,11.7,47.123
33432,126.3,671.4,126.3,900,665.3031,6.0943,90,11.8,46.28
33433,121.64,300,121.64,750,291.8743,8.1257,90,11.9,45.455
33434,121.64,192.1,121.64,568.3,169.9892,22.0748,90,12.325,44.649
33435,121.64,300,121.64,0,263.9762,36.0238,90,12.75,43.863
33436,121.64,300,121.64,0,250.0271,49.9729,90,13.175,43.097
33437,100.09,0,100.09,0,0,63.922,90,13.6,42.351
33438,100.09,0,100.09,0,0,85.1842,105.1815,14,41.624
33439,100.09,0,100.09,0,0,106.4464,105.1815,14.399999999999999,40.913
33440,100.09,0,100.09,0,0,127.7086,105.1815,14.799999999999999,40.219
33441,52.53,45.1,52.53,900,0,148.9707,105.1815,15.2,39.541
33442,52.53,4.4,52.53,893,0,171.7226,102.3885,15.8,41.558
33443,52.53,164.8,52.53,900,0,194.4745,102.3885,16.4,43.821
33444,52.53,264.3,52.53,900,0,217.2264,102.3885,17,49.295
33445,1.6,150,1.6,776.8,0,239.9783,90,17.6,54.63
33446,1.6,261.5,1.6,487.2,0,261.5114,90,18.200000000000003,59.327
33447,1.6,150,1.6,600,0,283.0444,90,18.8,64.178
33448,1.6,304.6,1.6,600,0,304.5775,90,19.4,64.745
33449,-0.33,900,-0.33,600,900,326.1105,90,20,64.363
33450,-0.33,900,-0.33,391,900,344.7996,90,20.5,63.063
33451,-0.33,900,-0.33,452.8,900,363.4886,90,21,61.793
33452,-0.33,900,-0.33,328.6,900,382.1777,90,21.5,62.044
33453,-3.87,585.6,-3.87,450,900,400.8667,90,22,60.796
33454,-3.87,900,-3.87,259.8,900,412.9198,164.6742,22.25,59.576
33455,-3.87,754.9,-3.87,300,900,424.9729,164.6742,22.5,58.387
33456,-3.87,750,-3.87,178.6,900,437.026,199.1276,22.75,57.227
33457,-12.31,900,-12.31,69,900,449.0791,234.7526,23,56.095
33458,-12.31,1141.5,-12.31,0,900,455.1733,234.7526,23.175,54.992
33459,-12.31,1050,-12.31,0,900,461.2676,171.2049,23.35,53.912
33460,-12.31,900,-12.31,0,900,467.3619,131.7313,23.525,52.855
33461,-31.87,900,-31.87,0,900,473.4561,131.7313,23.7,51.82
33462,-31.87,750,-31.87,0,900,472.6436,131.7313,23.9,50.807
33463,-31.87,900,-31.87,450,900,471.831,167.3563,24.1,49.819
33464,-31.87,900,-31.87,236.4,900,471.0184,167.3563,24.3,48.856
33465,-18.46,900,-18.46,300,900,470.2059,167.3563,24.5,47.916
33466,-18.46,750,-18.46,300,900,465.3304,167.3563,24.725,14.7
33467,-18.46,900,-18.46,750,900,460.455,202.9813,24.95,14.7
33468,-18.46,900,-18.46,612.8,900,455.5796,202.9813,25.174999999999997,14.698
33469,-4,600,-4,355.5,900,450.7042,202.9813,25.4,14.694
33470,-4,450,-4,265.2,900,435.2654,274.2313,25.5,14.689
33471,-4,600,-4,300,900,419.8267,381.1063,25.6,14.682
33472,-4,600,-4,296.9,900,404.3879,452.3563,25.7,14.674
33473,-0.29,450,-0.29,150,900,388.9491,523.6063,25.8,14.666
33474,-0.29,450,-0.29,150,900,367.416,630.4813,25.725,14.658
33475,-0.29,750,-0.29,450,900,345.883,737.3563,25.65,14.649
33476,-0.29,744.1,-0.29,450,900,324.3499,772.9813,25.575,14.639
33477,48.37,300,48.37,268.5,0,302.8169,810,25.5,14.627
33478,48.37,0,48.37,0,0,281.2839,810,25.425,14.613
33479,48.37,300,48.37,300,40.2492,259.7508,810,25.35,14.598
33480,48.37,300,48.37,300,61.7822,238.2178,810,25.275,14.583
33481,131.05,450,131.05,750,0,216.6847,810,25.2,14.569
33482,131.05,292.7,131.05,625.1,98.1957,194.4745,748.6012,25.025,14.555
33483,131.05,600,131.05,900,0,172.2644,748.6012,24.85,14.541
33484,131.05,530.3,131.05,900,99.6822,150.0542,636.0392,24.675,14.528
33485,158.28,627.8,158.28,900,0,127.844,562.2183,24.5,14.515
33486,158.28,309.1,158.28,900,0,111.1863,430.6393,24.275,14.502
33487,158.28,450,158.28,900,0,94.5287,378.5614,24.05,14.489
33488,158.28,271,158.28,900,0,77.8711,285.0164,23.825000000000003,14.477
33489,181.71,71.7,181.71,900,0,61.2134,234.1895,23.6,14.466
33490,181.71,48.1,181.71,900,0,48.0769,231.4366,23.05,14.454
33491,181.71,150,181.71,900,0,34.9404,231.4366,22.5,14.443
33492,181.71,150,181.71,900,0,21.8039,201.1578,21.95,14.433
33493,160.51,11.5,160.51,900,0,8.6674,167.422,21.4,14.423
33494,160.51,150,160.51,900,0,6.5005,166.6665,21.049999999999997,14.415
33495,160.51,4.3,160.51,900,0,4.3337,128.9035,20.7,15.064
33496,160.51,150,160.51,900,0,2.1668,128.9035,20.35,15.847
33497,160.31,0,160.31,684.2,0,0,90,20,16.762
33498,160.31,0,160.31,301.6,0,0,90,19.675,17.805
33499,160.31,0,160.31,150,0,0,90,19.35,20.384
33500,160.31,0,160.31,21.7,0,0,90,19.025,20.746
33501,149.94,0,149.94,300,0,0,90,18.7,20.583
33502,149.94,0,149.94,300,0,0,90,18.425,20.425
33503,149.94,0,149.94,300,0,0,90,18.15,20.272
33504,149.94,0,149.94,153.9,0,0,90,17.875,20.123
33505,149.94,0,149.94,900,0,0,90,17.6,19.981
33506,149.94,0,149.94,900,0,0,90,17.325000000000003,19.844
33507,149.94,0,149.94,900,0,0,90,17.05,19.712
33508,149.94,0,149.94,900,0,0,90,16.775,19.579
33509,137.68,0,137.68,900,0,0,90,16.5,19.445
33510,137.68,0,137.68,900,0,0,90,16.15,19.31
33511,137.68,0,137.68,900,0,0,90,15.8,19.174
33512,137.68,0,137.68,900,0,0,90,15.45,19.039
33513,144.83,0,144.83,900,0,0,90,15.1,18.904
33514,144.83,0,144.83,900,0,0,90,14.875,18.771
33515,144.83,0,144.83,900,0,0,90,14.649999999999999,18.638
33516,144.83,0,144.83,900,0,0,90,14.424999999999999,18.513
33517,130.26,0,130.26,900,0,0,90,14.2,18.396
33518,130.26,0,130.26,900,0,0,90,14.049999999999999,18.285
33519,130.26,0,130.26,900,0,0,90,13.899999999999999,18.182
33520,130.26,0,130.26,887.7,0,0,90,13.75,18.076
33521,127.35,0,127.35,900,0,0,90,13.6,17.966
33522,127.35,0,127.35,900,0,0,90,13.475,17.854
33523,127.35,0,127.35,900,0,0,90,13.35,20.293
33524,127.35,0,127.35,900,0,0,90,13.225,24.151
33525,121.51,885.9,121.51,746,885.8827,0,90,13.1,26.343
33526,121.51,541.7,121.51,600,539.6558,2.0314,90,13.05,27.387
33527,121.51,750,121.51,484,745.9372,4.0628,90,13,31.78
33528,121.51,19,121.51,244.2,12.878,6.0943,90,12.95,37.567
33529,109.06,192.1,109.06,0,183.9383,8.1257,90,12.9,43.209
33530,109.06,300,109.06,0,277.519,22.481,90,13.3,48.71
33531,109.06,300,109.06,0,263.1636,36.8364,90,13.7,50.058
33532,109.06,300,109.06,0,248.8082,51.1918,90,14.1,50.882
33533,85.66,0,85.66,0,0,65.5471,90,14.5,49.943
33534,85.66,0,85.66,0,0,86.8093,90,14.9,49.028
33535,85.66,0,85.66,0,0,108.0715,90,15.3,48.136
33536,85.66,0,85.66,0,0,129.3337,90,15.700000000000001,47.264
33537,9.74,0,9.74,900,0,150.5959,90,16.1,46.413
33538,9.74,0,9.74,595.7,0,173.3478,90,16.875,45.582
33539,9.74,0,9.74,490.4,0,196.0997,90,17.65,44.77
33540,9.74,0,9.74,355,0,218.8516,90,18.425,45.313
33541,-0.03,900,-0.03,150,900,241.6035,90,19.2,50.75
33542,-0.03,900,-0.03,28.6,900,263.0011,90,19.925,54.397
33543,-0.03,900,-0.03,150,900,284.3987,90,20.65,59.602
33544,-0.03,900,-0.03,150,900,305.7963,90,21.375,63.543
33545,-2.5,900,-2.5,150,900,327.1939,90,22.1,64.867
33546,-2.5,900,-2.5,72.9,900,345.7476,90,22.725,64.507
33547,-2.5,300,-2.5,300,693.8807,364.3012,90,23.35,63.203
33548,-2.5,355.5,-2.5,178.6,0,382.8548,183.5467,23.975,62.184
33549,-13.87,450,-13.87,300,900,401.4085,90,24.6,62.416
33550,-13.87,600,-13.87,132.3,193.875,410.3467,196.875,25.05,62.793
33551,-13.87,238.8,-13.87,150,737.4416,419.2849,90,25.5,63.311
33552,-13.87,450,-13.87,150,0,428.2232,208.4211,25.95,63.839
33553,-37.77,502.4,-37.77,69,900,437.1614,90,26.4,62.544
33554,-37.77,1083.7,-37.77,0,900,440.2763,184.4265,26.65,61.414
33555,-37.77,450,-37.77,0,900,443.3911,136.0798,26.9,60.179
33556,-37.77,450,-37.77,0,900,446.506,242.9548,27.15,58.971
33557,-76.28,400,-76.28,0,900,449.6208,349.8298,27.4,57.789
33558,-76.28,400,-76.28,0,900,451.1105,468.5798,27.65,56.632
33559,-76.28,450,-76.28,450,900,452.6002,587.3298,27.9,55.501
33560,-76.28,450,-76.28,236.4,900,454.0899,694.2048,28.15,54.397
33561,-62.02,1136.9,-62.02,300,900,455.5796,801.0798,28.4,53.321
33562,-62.02,600,-62.02,300,900,444.2037,738.75,28.549999999999997,52.271
33563,-62.02,1194.1,-62.02,750,900,432.8277,810,28.7,14.7
33564,-62.02,987.6,-62.02,612.8,900,421.4518,732.6133,28.85,14.7
33565,-23.53,600,-23.53,355.5,900,410.0758,709.5585,29,14.698
33566,-23.53,676.5,-23.53,265.2,176.4784,399.6479,780.8085,29.05,14.694
33567,-23.53,523.1,-23.53,300,900,389.2199,649.2296,29.1,14.689
33568,-23.53,600,-23.53,296.9,900,378.792,738.75,29.15,14.682
33569,-1.96,240.2,-1.96,150,0,368.364,810,29.2,14.674
33570,-1.96,150,-1.96,150,416.1033,346.2893,746.8005,29.175,14.666
33571,-1.96,450,-1.96,450,43.875,324.2145,810,29.15,14.658
33572,-1.96,450,-1.96,450,900,302.1398,703.125,29.125,14.649
33573,15.89,150,15.89,268.5,0,280.065,810,29.1,14.639
33574,15.89,150,15.89,0,0,261.6468,810,29,14.627
33575,15.89,300,15.89,300,56.7714,243.2286,810,28.9,14.613
33576,15.89,300,15.89,300,75.1896,224.8104,810,28.8,14.598
33577,105.37,450,105.37,750,243.6078,206.3922,810,28.7,14.583
33578,105.37,450,105.37,625.1,264.5991,185.4009,810,28.55,14.569
33579,105.37,1171,105.37,900,900,164.4095,810,28.4,14.555
33580,105.37,1050,105.37,900,900,143.4182,781.9422,28.25,14.541
33581,137.76,622.4,137.76,900,0,122.4269,780.2101,28.1,14.528
33582,137.76,606.2,137.76,900,0,106.1755,648.6312,27.35,14.515
33583,137.76,589.9,137.76,900,0,89.9242,517.0522,26.6,14.502
33584,137.76,472,137.76,900,0,73.6728,385.4733,25.85,14.489
33585,143.8,237.5,143.8,900,0,57.4215,280.6447,25.1,14.477
33586,143.8,45,143.8,900,0,44.9621,233.2542,24.675,14.466
33587,143.8,150,143.8,900,0,32.5027,233.2542,24.25,14.454
33588,143.8,150,143.8,900,0,20.0433,202.3339,23.825,14.443
33589,149.93,150,149.93,900,0,7.584,168.1348,23.4,14.433
33590,149.93,5.7,149.93,900,0,5.688,130.6569,23.125,14.423
33591,149.93,150,149.93,900,0,3.792,130.6569,22.85,14.415
33592,149.93,10.2,149.93,900,0,1.896,92.1811,22.575,15.077
33593,147.7,0,147.7,684.2,0,0,90,22.3,15.959
33594,147.7,0,147.7,301.6,0,0,90,21.95,17.054
33595,147.7,0,147.7,150,0,0,90,21.6,18.357
33596,147.7,0,147.7,21.7,0,0,90,21.25,21.946
33597,134.78,0,134.78,300,0,0,90,20.9,21.753
33598,134.78,0,134.78,300,0,0,90,20.674999999999997,21.565
33599,134.78,0,134.78,300,0,0,90,20.45,21.383
33600,134.78,0,134.78,153.9,0,0,90,20.225,21.206
33601,137.07,0,137.07,900,0,0,90,20,21.034
33602,137.07,0,137.07,900,0,0,90,19.775,20.869
33603,137.07,0,137.07,900,0,0,90,19.55,20.71
33604,137.07,0,137.07,900,0,0,90,19.325000000000003,20.557
33605,134.45,0,134.45,900,0,0,90,19.1,20.403
33606,134.45,0,134.45,900,0,0,90,19.3,20.249
33607,134.45,0,134.45,900,0,0,90,19.5,20.094
33608,134.45,0,134.45,900,0,0,90,19.7,19.938
33609,134.39,900,134.39,900,900,0,90,19.9,19.784
33610,134.39,900,134.39,900,900,0,90,19.75,19.632
33611,134.39,762,134.39,900,761.9515,0,90,19.6,19.48
33612,134.39,466.4,134.39,900,466.3621,0,90,19.45,19.33
33613,135.34,0,135.34,900,0,0,90,19.3,19.188
33614,135.34,0,135.34,900,0,0,90,19.05,19.054
33615,135.34,0,135.34,900,0,0,90,18.8,18.927
33616,135.34,0,135.34,750,0,0,90,18.55,25.058
33617,138.83,0,138.83,642.2,0,0,90,18.3,31.032
33618,138.83,0,138.83,600,0,0,90,18.1,36.516
33619,138.83,0,138.83,462.3,0,0,90,17.9,41.924
33620,138.83,0,138.83,212.1,0,0,90,17.7,47.465
33621,140.8,0,140.8,150,0,0,90,17.5,46.618
33622,140.8,2,140.8,150,0,2.0314,90,17.6,50.559
33623,140.8,4.1,140.8,17,0,4.0628,90,17.7,52.121
33624,140.8,6.1,140.8,0,0,6.0943,90,17.799999999999997,51.158
33625,138.06,8.1,138.06,0,0,8.1257,90,17.9,50.216
33626,138.06,22.2,138.06,0,0,22.2102,90,18.224999999999998,49.296
33627,138.06,36.3,138.06,0,0,36.2947,90,18.549999999999997,48.397
33628,138.06,50.4,138.06,0,0,50.3792,90,18.875,47.518
33629,114.02,0,114.02,0,0,64.4637,90,19.2,46.661
33630,114.02,0,114.02,0,0,85.7259,90,19.475,45.826
33631,114.02,0,114.02,0,0,106.9881,90,19.75,45.013
33632,114.02,0,114.02,0,0,128.2503,90,20.025,44.22
33633,82.14,0,82.14,900,0,149.5125,90,20.3,43.445
